"est_mean_avg","est_mean_prime"
-0.0447704109814801,0.00249484769423087
-0.0699344532793174,-0.0677493734698537
-0.0213888508440098,-0.0781012278159472
-0.0544188796602526,-0.10768176228222
-0.00578208416281058,-0.178569724464956
-0.0510907028337248,0.0149578725367445
0.0131670912485477,0.0267813523407177
0.166301872583275,0.377794299814406
-0.0587902440229863,0.144072481600718
-0.0247689472102934,0.187302762041864
0.0813872524284664,0.134538346705902
-0.139811494988556,-0.0660125782598514
-0.018995246139034,-0.0262734202195938
-0.0401527066949804,-0.139603835969074
0.0148234845312238,0.22476568771959
0.023524766875634,0.229884936502986
0.0354642164994485,0.1672988801121
-0.0919909042306018,-0.277072944010499
0.0279241029294866,0.127959139476859
-0.0663490472513407,-0.0988948960155278
0.0355506847983653,0.179250572474467
0.0460463780701586,0.217639891134777
-0.104158189187657,0.259180748197957
-0.0597440723622631,-0.0550592720338059
0.0437062499799181,0.313784868731175
0.05244643676316,0.114396479756958
-0.0161380087160986,-0.0601331388343899
-0.0694794325749351,-0.00669871086447592
0.020015495945589,0.0996836892145723
0.0452926324038245,0.077315782873806
-0.00800364565115108,-0.0471308994740523
0.0158296202375704,0.264209374371351
0.0276202331127328,0.0995813840179339
-0.0160511847017866,0.028921562230053
0.0235648116254632,0.0255666585980648
-0.108328083760127,-0.00243000252499856
-0.0492937227337069,-0.19129447493902
-0.0521791089762466,0.0196195125066562
-0.0353224941344128,-0.133098899675449
0.00342593853465126,0.0994780028218206
-0.15154403878633,-0.0587049219710562
-0.0803018111309768,0.0415850872442065
0.0125143382803989,-0.169214070812845
-0.0792995113140119,-0.0307229064725309
-0.0852904381226059,-0.145880229374268
0.0215120074739673,0.183235621621676
0.00892004644146071,0.0101061723319215
-0.0393305780985276,-0.154573888988673
-0.0688229633662448,-0.215019780667509
0.0303674401783221,0.114530515549862
0.159658894663035,0.0477599068041998
0.020062884877668,0.0873285619918921
0.0310397966803901,0.031857010708819
-0.084941094925789,0.0953409748446527
0.0524311473351307,0.119099918512002
-0.019278986646036,0.0169435422039029
-0.0648152455450237,0.109712207415704
0.0362933073450318,0.214836271316963
0.0136029802823145,0.0345647070746093
0.153853127384195,0.172326595994462
-0.000995587442417732,-0.0129365739284247
-0.0542061868537301,0.0123112980756654
0.01029803529155,0.093507393270405
0.0451511782873126,0.124266573225794
0.0416250368576843,0.356646944873571
-0.00665044636480553,-0.0338817311484325
0.10416440393066,0.10244649657488
-0.0104685840666034,0.0641678931538679
-0.138785020663697,-0.061598883187049
0.0587371780848803,-0.0503873874828034
-0.0955140933842028,-0.0636692901398335
-0.13002213884239,-0.198478295449938
0.076285309359713,-0.140868242318829
0.016242108936308,-0.00925596739980218
0.121273608023455,-0.115564758554278
-0.0173515594007572,-0.19678309788526
0.0644373890177162,0.145524569990078
-0.155502052885041,-0.0343411528661777
0.010739834858544,0.0977094036356553
0.0460311169265648,0.00602931419014175
0.0368562108358237,0.224334006568575
-0.00463474425326313,-0.00931010625838788
-0.00640606432279276,-0.0999812624086781
0.0155466424557853,0.12870418678953
0.0115355229430853,0.154365518338696
0.10285602940629,0.125678355534138
0.0961922817858279,0.055147590707306
0.0993842773177218,0.258716313288843
0.145966843455182,0.173396135700794
0.0360284529286761,0.126868257939043
0.0462774815402677,0.0653762579375675
-0.11063495401781,0.0351753189355326
0.0710053129996188,-0.00159519157913242
-0.061514820138306,-0.0439138805997775
0.00327838173910676,0.115286345113952
0.0715774056906102,0.0194890476325553
-0.0163391150656621,-0.0662587430764191
-0.094842083181632,0.0391387913578219
-0.0174487184301116,-0.215877796049012
0.0634504772257303,-0.0500171300333003
